epoch;name;Mw;m;σ;λ_a;λ_r;ϵ
1;methane;16.031;2.012239139556885;3.0094670820236207;6.0;20.04368030548096;200.98644618988038;train
1;2-methylbutane;72.094;2.09834245300293;3.068257514953613;6.0;20.232484340667725;207.14518051147462;train
1;2-methylpentane;86.11;2.1317171020507812;3.09152725982666;6.0;20.27994863510132;209.6811164855957;train
1;2,2,3-trimethylbutane;100.125;2.1279488677978513;3.0882344284057615;6.0;20.277734107971188;209.31100845336914;train
1;heptane;100.125;2.1629965057373046;3.1122562103271485;6.0;20.327636070251465;212.09823837280274;train
1;3,4-dimethylhexane;114.141;2.1824813690185545;3.125696922302246;6.0;20.361023712158204;213.5160659790039;train
1;3-methyl-3-ethylpentane;114.141;2.1530140228271484;3.1055240402221678;6.0;20.316367321014404;211.26816177368167;train
1;2,2,4-trimethylpentane;114.141;2.1650971679687503;3.1135852966308595;6.0;20.32939308166504;212.195711517334;train
1;2,4,4-trimethylhexane;128.157;2.204499435424805;3.1407005004882813;6.0;20.39469596862793;215.23185577392576;train
1;2,3,3,4-tetramethylpentane;128.157;2.1613227386474607;3.1116840896606446;6.0;20.324809074401855;211.8880928039551;train
1;decane;142.172;2.234969497680664;3.161044448852539;6.0;20.43821720123291;217.57873077392577;train
1;2-methyldecane;156.188;2.271781555175781;3.1871316223144532;6.0;20.498034133911133;220.44985198974612;train
1;dodecane;170.203;2.2894520568847656;3.1979058380126952;6.0;20.525129203796382;221.68643493652348;train
1;3-methyltridecane;198.235;2.358876434326172;3.2466899871826174;6.0;20.634035072326657;227.04035034179685;train
1;hexadecane;226.266;2.379215301513672;3.2597216796875;6.0;20.659460525512692;228.4924499511719;train
1;eicosane;282.329;2.465015686035156;3.318464813232422;6.0;20.80129852294922;235.07525634765622;train
1;ethane;30.047;2.020986410140991;3.015691710472107;6.0;20.068130383491514;201.65023174285886;train
1;2,2-dimethylpropane;72.094;2.0723920135498046;3.0503900184631347;6.0;20.18365087509155;205.25704078674318;train
1;2,2-dimethylbutane;86.11;2.1140220794677735;3.0787570724487305;6.0;20.25347768783569;208.35366821289062;train
1;2,3-dimethylpentane;100.125;2.1378773345947266;3.0957636947631837;6.0;20.288176689147946;210.15145263671874;train
1;2,4-dimethylpentane;100.125;2.1454628906249997;3.100607063293457;6.0;20.300531978607175;210.67495727539062;train
1;3-methylheptane;114.141;2.200395889282227;3.13782731628418;6.0;20.387119674682616;214.92315521240232;train
1;2-methyl-3-ethyl-pentane;114.141;2.16368635559082;3.113037223815918;6.0;20.331907196044924;212.10322189331055;train
1;2,4-dimethylhexane;114.141;2.1801921997070313;3.1245535202026367;6.0;20.360836143493653;213.38267974853517;train
1;2,2,3,4-tetramethylpentane;128.157;2.1644219818115236;3.1134692459106446;6.0;20.332333068847657;212.17201461791993;train
1;2,2,5-trimethylhexane;128.157;2.165970947265625;3.114141525268555;6.0;20.327951583862305;212.2756950378418;train
1;2,6-dimethyloctane;142.172;2.2456367645263673;3.1692425689697266;6.0;20.463322410583498;218.350634765625;train
1;2,3-dimethylnonane;156.188;2.278822326660156;3.192924987792969;6.0;20.510524368286134;221.0019836425781;train
1;3-methyldodecane;184.219;2.3308239135742186;3.227038589477539;6.0;20.589933280944823;224.90318756103517;train
1;2,3-dimethyldodecane;198.235;2.376458953857422;3.2588822937011717;6.0;20.658330078125;228.45223999023438;train
1;2,2,4,4,6,8,8-heptamethylnonane;226.266;2.32885693359375;3.226451354980469;6.0;20.59222396850586;224.76677703857422;train
1;tetracosane;338.391;2.5070682067871095;3.3464940185546874;6.0;20.862286529541016;238.2961639404297;train
1;n-butane;58.078;2.075634704589844;3.0529553413391115;6.0;20.193172969818114;205.46810607910152;train
1;3-methylpentane;86.11;2.125724220275879;3.087175804138184;6.0;20.276788654327397;209.22688217163085;train
1;3-ethylpentane;100.125;2.1181440505981444;3.0819324417114258;6.0;20.26580415725708;208.62973403930667;train
1;3,3-dimethylpentane;100.125;2.1584689178466796;3.108922264099121;6.0;20.321889877319336;211.68735427856444;train
1;2-methylheptane;114.141;2.1847584686279298;3.1271122817993167;6.0;20.363563079833984;213.71103973388674;train
1;octane;114.141;2.187957717895508;3.129532180786133;6.0;20.368905334472657;214.03208618164064;train
1;3-ethylhexane;114.141;2.1775558166503908;3.1225844955444337;6.0;20.354907035827637;213.14044799804685;train
1;2,3-dimethylhexane;114.141;2.188073501586914;3.12986360168457;6.0;20.36587902069092;213.95845947265624;train
1;2-methyloctane;128.157;2.2181083526611327;3.1510032501220704;6.0;20.419570541381837;216.33451080322263;train
1;2,2,3,3-tetramethylpentane;128.157;2.1777248077392577;3.1221596755981444;6.0;20.349593620300293;213.1282958984375;train
1;3-methyldecane;156.188;2.279527313232422;3.192505401611328;6.0;20.512329025268556;221.02581024169922;train
1;2,3-dimethyldecane;170.203;2.319287292480469;3.2202441406249998;6.0;20.571156883239745;224.0927993774414;train
1;2-methyldodecane;184.219;2.3279476318359373;3.2254889068603516;6.0;20.587320137023926;224.7105972290039;train
1;2-methyltridecane;198.235;2.352300079345703;3.24174072265625;6.0;20.620149841308596;226.5416168212891;train
1;octadecane;254.297;2.423672790527344;3.290340301513672;6.0;20.735263442993165;231.93348083496096;train
1;octacosane;394.454;2.520528137207031;3.35588720703125;6.0;20.880931777954103;239.2916473388672;train
1;2-methylpropane;58.078;2.05753731918335;3.0402141761779786;6.0;20.161312732696533;204.16070518493652;train
1;hexane;86.11;2.1339390716552735;3.0921712493896485;6.0;20.286429729461666;209.8769577026367;train
1;2-methylhexane;100.125;2.1626193084716796;3.1120859756469725;6.0;20.330507888793946;212.04002914428708;train
1;2,2-dimethylpentane;100.125;2.137490982055664;3.094941947937012;6.0;20.287392711639406;210.10957870483398;train
1;3,3-dimethylhexane;114.141;2.17569384765625;3.12099430847168;6.0;20.34689460754395;213.01206970214844;train
1;2,3,4-trimethyl pentane;114.141;2.1316983642578125;3.0912716522216797;6.0;20.27907918930054;209.62912521362304;train
1;2,2-dimethylhexane;114.141;2.156385864257812;3.107401176452637;6.0;20.316116371154784;211.56469497680663;train
1;nonane;128.157;2.211804290771484;3.1458895568847653;6.0;20.403003692626953;215.84530181884767;train
1;2,2,4,4-tetramethylpentane;128.157;2.156634048461914;3.1079455184936524;6.0;20.31415500640869;211.54314346313478;train
1;2,2,5,5-tetramethylhexane;142.172;2.160682983398438;3.1101500778198243;6.0;20.322063980102534;211.87439956665042;train
1;n-undecane;156.188;2.2636170349121096;3.1801780090332032;6.0;20.48539428710938;219.73404083251955;train
1;2-methylundecane;170.203;2.296318298339844;3.203526351928711;6.0;20.531009063720703;222.3334411621094;train
1;2,3-dimethylundecane;184.219;2.346658447265625;3.238576126098633;6.0;20.612636184692384;226.1756408691406;train
1;pentadecane;212.25;2.354190765380859;3.242341354370117;6.0;20.620405349731445;226.65827331542968;train
1;nonadecane;268.313;2.4436001892089845;3.3039193420410156;6.0;20.768371963500975;233.46402893066406;train
1;squalane;422.485;2.75383203125;3.517384582519531;6.0;21.256097946166996;257.24827270507814;train
1;propane;44.063;2.0471119461059573;3.0333339118957516;6.0;20.143824167251587;203.43190116882326;val
1;pentane;72.094;2.1054044952392577;3.073120597839355;6.0;20.237732105255127;207.72424011230467;val
1;2,3-dimethylbutane;86.11;2.1019808654785157;3.070765525817871;6.0;20.233647956848145;207.3851219177246;val
1;3-methylhexane;100.125;2.1676516723632813;3.115633644104004;6.0;20.338944282531738;212.40593261718752;val
1;2,5-dimethylhexane;114.141;2.1665619812011716;3.114740669250488;6.0;20.332103118896487;212.30572586059571;val
1;2,2,3-trimethylpentane;114.141;2.1550909423828126;3.107268280029297;6.0;20.318382930755618;211.41655197143555;val
1;2,3,3-trimethylpentane;114.141;2.1705409240722657;3.117494010925293;6.0;20.33731224060059;212.5695487976074;val
1;4-methylheptane;114.141;2.202861373901367;3.1394261932373047;6.0;20.39043785095215;215.06141662597656;val
1;3,3-diethylpentane;128.157;2.158816177368164;3.109011924743652;6.0;20.324605903625486;211.67034759521482;val
1;2,3-dimethylheptane;128.157;2.2154075927734374;3.1482747650146483;6.0;20.413197097778315;216.01719665527344;val
1;2,7-dimethyloctane;142.172;2.234760452270508;3.161552658081055;6.0;20.439653167724607;217.51127319335936;val
1;3-methylundecane;170.203;2.3067298278808597;3.210219512939453;6.0;20.549636878967288;223.03888244628905;val
1;tridecane;184.219;2.3113775329589843;3.212994369506836;6.0;20.55605411529541;223.35576629638672;val
1;tetradecane;198.235;2.3283014221191407;3.224324935913086;6.0;20.582715911865233;224.65003662109373;val
1;heptadecane;240.282;2.3993467102050783;3.2733463134765626;6.0;20.69460807800293;230.01234741210936;val
1;heptacosane;380.438;2.520771240234375;3.356138122558594;6.0;20.884670333862303;239.32631225585936;val
2;methane;16.031;2.01223969078064;3.009467999458313;6.0;20.04368241786957;200.98658618926999;train
2;2-methylbutane;72.094;2.0983466796875;3.0682605819702147;6.0;20.232488861083983;207.14554367065432;train
2;2-methylpentane;86.11;2.1317221221923828;3.0915307693481444;6.0;20.279954719543454;209.68151245117187;train
2;2,2,3-trimethylbutane;100.125;2.127955467224121;3.0882390594482425;6.0;20.277742290496825;209.31153793334963;train
2;heptane;100.125;2.162996780395508;3.112256477355957;6.0;20.32763595581055;212.0982734680176;train
2;3,4-dimethylhexane;114.141;2.1824876708984373;3.1257012329101563;6.0;20.36103317260742;213.51654510498042;train
2;3-methyl-3-ethylpentane;114.141;2.1530174865722653;3.1055264587402345;6.0;20.31637189865112;211.26843795776367;train
2;2,2,4-trimethylpentane;114.141;2.1651044158935546;3.113590293884277;6.0;20.329403266906738;212.19626998901367;train
2;2,4,4-trimethylhexane;128.157;2.2045060272216794;3.1407050323486327;6.0;20.394705734252927;215.23235778808595;train
2;2,3,3,4-tetramethylpentane;128.157;2.1613313751220704;3.1116899948120116;6.0;20.324820709228515;211.8887565612793;train
2;decane;142.172;2.234969497680664;3.161044448852539;6.0;20.438217048645022;217.57873229980467;train
2;2-methyldecane;156.188;2.2717825317382814;3.187132339477539;6.0;20.498035583496094;220.44992675781253;train
2;dodecane;170.203;2.2894520568847656;3.1979058380126952;6.0;20.525129165649414;221.68643493652348;train
2;3-methyltridecane;198.235;2.3588778076171875;3.246690933227539;6.0;20.634037284851075;227.04045410156252;train
2;hexadecane;226.266;2.379215301513672;3.259721710205078;6.0;20.659460601806643;228.4924560546875;train
2;eicosane;282.329;2.465015686035156;3.318464813232422;6.0;20.80129859924316;235.07525634765622;train
2;ethane;30.047;2.0209882602691653;3.01569380569458;6.0;20.068136157989503;201.65048961639405;train
2;2,2-dimethylpropane;72.094;2.0723957672119138;3.0503931427001953;6.0;20.183654689788817;205.25742111206054;train
2;2,2-dimethylbutane;86.11;2.1140237503051758;3.078758483886719;6.0;20.253477725982666;208.35384826660155;train
2;2,3-dimethylpentane;100.125;2.137884552001953;3.095768684387207;6.0;20.288186855316162;210.15201644897462;train
2;2,4-dimethylpentane;100.125;2.1454708709716797;3.1006126174926756;6.0;20.300542526245117;210.6755760192871;train
2;3-methylheptane;114.141;2.200398696899414;3.1378292541503905;6.0;20.38712371826172;214.92336883544922;train
2;2-methyl-3-ethyl-pentane;114.141;2.1636943664550783;3.113042762756348;6.0;20.331918754577636;212.10383758544918;train
2;2,4-dimethylhexane;114.141;2.18019841003418;3.124557815551758;6.0;20.360844764709473;213.3831558227539;train
2;2,2,3,4-tetramethylpentane;128.157;2.1644315795898437;3.1134758224487307;6.0;20.332346954345706;212.17275009155276;train
2;2,2,5-trimethylhexane;128.157;2.165977310180664;3.114145919799805;6.0;20.327960166931152;212.27618331909179;train
2;2,6-dimethyloctane;142.172;2.245640365600586;3.1692450103759766;6.0;20.46332778930664;218.35090179443358;train
2;2,3-dimethylnonane;156.188;2.278827423095703;3.192928466796875;6.0;20.5105326461792;221.0023666381836;train
2;3-methyldodecane;184.219;2.3308254089355467;3.2270396423339847;6.0;20.589935569763185;224.9033020019531;train
2;2,3-dimethyldodecane;198.235;2.3764630432128904;3.2588851013183593;6.0;20.658336791992188;228.45254821777345;train
2;2,2,4,4,6,8,8-heptamethylnonane;226.266;2.328871337890625;3.226461212158203;6.0;20.592245788574218;224.76787109375002;train
2;tetracosane;338.391;2.5070682678222656;3.3464940490722657;6.0;20.862286682128904;238.2961639404297;train
2;n-butane;58.078;2.075635414123535;3.0529563255310057;6.0;20.19317209243774;205.46825675964354;train
2;3-methylpentane;86.11;2.1257286071777344;3.087178916931152;6.0;20.2767938041687;209.22724075317385;train
2;3-ethylpentane;100.125;2.118149475097656;3.0819362716674803;6.0;20.265810680389404;208.63017807006833;train
2;3,3-dimethylpentane;100.125;2.158471878051758;3.1089243698120117;6.0;20.321893539428714;211.68758850097652;train
2;2-methylheptane;114.141;2.184760513305664;3.1271137161254883;6.0;20.3635657119751;213.711198425293;train
2;octane;114.141;2.187957962036133;3.1295323638916015;6.0;20.368905487060545;214.0321090698242;train
2;3-ethylhexane;114.141;2.1775608825683594;3.1225879516601562;6.0;20.35491424560547;213.14083709716795;train
2;2,3-dimethylhexane;114.141;2.1880807037353516;3.1298685150146484;6.0;20.365889892578124;213.9590057373047;train
2;2-methyloctane;128.157;2.2181100616455076;3.15100439453125;6.0;20.41957298278809;216.3346374511719;train
2;2,2,3,3-tetramethylpentane;128.157;2.177730987548828;3.1221639175415037;6.0;20.349602699279785;213.12876892089844;train
2;3-methyldecane;156.188;2.2795291442871095;3.1925066680908203;6.0;20.512331771850583;221.02594757080078;train
2;2,3-dimethyldecane;170.203;2.3192918701171874;3.2202472381591796;6.0;20.571164016723635;224.0931381225586;train
2;2-methyldodecane;184.219;2.327948303222656;3.2254893646240235;6.0;20.58732131958008;224.7106475830078;train
2;2-methyltridecane;198.235;2.3523012390136717;3.2417415771484377;6.0;20.62015167236328;226.54171142578124;train
2;octadecane;254.297;2.4236734619140625;3.290340728759766;6.0;20.735264587402344;231.93352966308592;train
2;octacosane;394.454;2.520528137207031;3.35588720703125;6.0;20.880931777954103;239.2916473388672;train
2;2-methylpropane;58.078;2.0575407371520997;3.040217376708984;6.0;20.161316986083982;204.1611022949219;train
2;hexane;86.11;2.133939453125;3.092171661376953;6.0;20.286429195404054;209.87700881958008;train
2;2-methylhexane;100.125;2.162622482299805;3.112088203430176;6.0;20.330511817932127;212.0402778625488;train
2;2,2-dimethylpentane;100.125;2.137494918823242;3.0949448013305663;6.0;20.287397251129153;210.10990371704105;train
2;3,3-dimethylhexane;114.141;2.1756976470947267;3.120996940612793;6.0;20.346899795532227;213.01236267089845;train
2;2,3,4-trimethyl pentane;114.141;2.131709426879883;3.091279350280762;6.0;20.27909408569336;209.6299919128418;train
2;2,2-dimethylhexane;114.141;2.1563882904052734;3.1074029464721677;6.0;20.316118984222413;211.56489181518552;train
2;nonane;128.157;2.2118044586181638;3.145889694213867;6.0;20.40300384521484;215.8453155517578;train
2;2,2,4,4-tetramethylpentane;128.157;2.156642379760742;3.1079512557983398;6.0;20.314166908264156;211.54378585815428;train
2;2,2,5,5-tetramethylhexane;142.172;2.16068962097168;3.110154685974121;6.0;20.32207275390625;211.87491302490233;train
2;n-undecane;156.188;2.2636170349121096;3.1801780090332032;6.0;20.48539428710938;219.73404083251955;train
2;2-methylundecane;170.203;2.2963191223144532;3.2035269317626955;6.0;20.531010322570804;222.3335037231445;train
2;2,3-dimethylundecane;184.219;2.346662811279297;3.2385790557861327;6.0;20.6126431274414;226.17596435546875;train
2;pentadecane;212.25;2.3541914367675782;3.2423418121337892;6.0;20.620406417846677;226.65832519531247;train
2;nonadecane;268.313;2.443600769042969;3.303919769287109;6.0;20.768373031616214;233.46407775878905;train
2;squalane;422.485;2.7538323364257815;3.517384826660156;6.0;21.256098556518555;257.248291015625;train
2;propane;44.063;2.0471134147644046;3.0333356475830078;6.0;20.143825464248657;203.4321403503418;val
2;pentane;72.094;2.105406135559082;3.0731219558715823;6.0;20.23773292541504;207.7244010925293;val
2;2,3-dimethylbutane;86.11;2.10198917388916;3.0707714233398438;6.0;20.233658695220946;207.38580856323244;val
2;3-methylhexane;100.125;2.1676559448242188;3.1156365890502933;6.0;20.33895004272461;212.40626220703126;val
2;2,5-dimethylhexane;114.141;2.1665681152343748;3.1147448806762696;6.0;20.33211154937744;212.3061943054199;val
2;2,2,3-trimethylpentane;114.141;2.1550967559814453;3.107272315979004;6.0;20.318390827178952;211.4170082092285;val
2;2,3,3-trimethylpentane;114.141;2.170546676635742;3.117497970581055;6.0;20.337320442199704;212.56999282836918;val
2;4-methylheptane;114.141;2.202865188598633;3.1394288330078126;6.0;20.390443649291996;215.06171112060545;val
2;3,3-diethylpentane;128.157;2.1588216400146485;3.109015670776367;6.0;20.32461364746094;211.67077102661133;val
2;2,3-dimethylheptane;128.157;2.2154130096435547;3.1482784576416014;6.0;20.41320541381836;216.01760406494145;val
2;2,7-dimethyloctane;142.172;2.2347650299072264;3.1615557861328125;6.0;20.439659881591794;217.51161346435546;val
2;3-methylundecane;170.203;2.3067314453125;3.2102206268310547;6.0;20.54963935852051;223.03900451660158;val
2;tridecane;184.219;2.3113775634765625;3.212994369506836;6.0;20.55605411529541;223.35576629638672;val
2;tetradecane;198.235;2.3283014221191407;3.224324935913086;6.0;20.582715911865233;224.65003662109373;val
2;heptadecane;240.282;2.399346740722656;3.2733463134765626;6.0;20.69460807800293;230.01234741210936;val
2;heptacosane;380.438;2.520771301269531;3.356138122558594;6.0;20.884670333862303;239.3263153076172;val
3;methane;16.031;2.012240222930908;3.0094689121246336;6.0;20.043684339523313;200.9867240905762;train
3;2-methylbutane;72.094;2.098350997924805;3.0682637329101565;6.0;20.232493438720702;207.1459129333496;train
3;2-methylpentane;86.11;2.1317271881103514;3.0915343093872067;6.0;20.279960956573486;209.68191299438476;train
3;2,2,3-trimethylbutane;100.125;2.127962142944336;3.088243759155273;6.0;20.27775054931641;209.31207199096679;train
3;heptane;100.125;2.162997085571289;3.11225675201416;6.0;20.32763595581055;212.09830703735352;train
3;3,4-dimethylhexane;114.141;2.1824940185546877;3.1257055740356448;6.0;20.36104259490967;213.51703186035155;train
3;3-methyl-3-ethylpentane;114.141;2.1530209503173827;3.1055288772583007;6.0;20.316376476287843;211.26871337890628;train
3;2,2,4-trimethylpentane;114.141;2.165111740112305;3.113595344543457;6.0;20.329413566589352;212.19683227539062;train
3;2,4,4-trimethylhexane;128.157;2.2045126953125003;3.1407096099853513;6.0;20.394715614318848;215.232861328125;train
