1;2,5-dimethylhexane;Float32[1.9158568, 1.5231581, -7.627346, 0.16321221]
1;2-methylheptane;Float32[2.0374966, 1.4561229, -7.0922623, 0.11964443]
1;3-methyldecane;Float32[2.761105, 2.0674958, -9.077015, 0.31692067]
1;hexadecane;Float32[5.6175113, 2.2601738, -12.492115, -0.12815556]
1;3,3-dimethylhexane;Float32[1.5848188, 1.6549696, -6.9631004, 0.28166595]
1;3-methyltridecane;Float32[4.233699, 2.1521244, -11.383248, 0.1106576]
1;2-methylbutane;Float32[0.7482714, 1.1775256, -5.17944, 0.2061626]
1;nonane;Float32[2.6267538, 1.537348, -8.161719, 0.14872637]
1;heptacosane;Float32[10.297381, 3.103158, -22.136175, -0.5151325]
1;2,2-dimethylpropane;Float32[0.5264291, 1.3606757, -4.5512667, 0.14138237]
1;2,4,4-trimethylhexane;Float32[1.8468881, 1.7840791, -7.594224, 0.25066867]
1;octadecane;Float32[6.410341, 2.357884, -13.928921, -0.21959552]
1;heptadecane;Float32[6.101706, 2.4287105, -13.117921, 0.033546362]
1;n-undecane;Float32[3.528932, 1.822977, -9.347565, 0.021517191]
1;nonadecane;Float32[6.8921533, 2.458785, -14.324786, -0.06292972]
1;2,2,4,4,6,8,8-heptamethylnonane;Float32[4.16942, 2.489547, -10.797314, 0.0006922819]
1;3-methyldodecane;Float32[3.5805821, 2.0830877, -10.508466, 0.23849383]
1;3,4-dimethylhexane;Float32[1.7636948, 1.5938965, -7.403091, 0.28008607]
1;3-methylheptane;Float32[1.9960613, 1.5164535, -7.070441, 0.041641507]
1;n-butane;Float32[0.38579604, 0.8257544, -4.515771, 0.1562117]
1;2,2,5,5-tetramethylhexane;Float32[2.0761933, 1.9518036, -8.727333, 0.16578642]
1;tridecane;Float32[4.226573, 1.7629656, -10.7018175, -0.067128986]
1;2,2,3-trimethylpentane;Float32[1.4484053, 1.7119184, -6.838851, 0.33922985]
1;decane;Float32[2.9913535, 1.6893153, -9.045584, 0.14340582]
1;3-ethylpentane;Float32[1.3297791, 1.5053269, -7.414612, 0.20893899]
1;2,3-dimethyldodecane;Float32[3.9304247, 2.2183797, -11.189123, 0.15499678]
1;3-methylundecane;Float32[3.130116, 1.9686043, -9.728467, 0.2499837]
1;2-methyldecane;Float32[3.325428, 1.8385993, -9.235264, 0.096814066]
1;3-methylpentane;Float32[1.1558037, 1.3187584, -6.439699, 0.044016156]
1;octane;Float32[2.2072353, 1.494921, -7.2021203, 0.24361983]
1;2-methyldodecane;Float32[3.9408088, 2.1409624, -10.35573, 0.0005668737]
1;2,6-dimethyloctane;Float32[2.7003646, 1.7256254, -8.72283, 0.09488216]
1;2,2,3,4-tetramethylpentane;Float32[1.6498218, 1.8428149, -8.02493, 0.3559157]
1;3,3-diethylpentane;Float32[1.6327329, 1.834561, -8.450432, 0.4519898]
